Cidade,Transportadora,UF,Prazo,Capital/Interior
ITAGUASSU,TECMAR,BA,13,INTERIOR
ARRAIAL DA AJUDA,TECMAR,BA,13,INTERIOR
RIO DAS PEDRAS,TECMAR,BA,13,INTERIOR
CONTENDAS DO SINCORA,TECMAR,BA,13,INTERIOR
JEQUIRICA,TECMAR,BA,13,INTERIOR
NILO PECANHA,TECMAR,BA,13,INTERIOR
CABECEIRAS DO PARAGUACU,TECMAR,BA,13,INTERIOR
MARCIONILIO SOUZA,TECMAR,BA,13,INTERIOR
VARZEDO,TECMAR,BA,13,INTERIOR
BARRINHA,TECMAR,BA,13,INTERIOR
CARNAIBA DO SERTAO,TECMAR,BA,13,INTERIOR
CARRAPICHEL,TECMAR,BA,13,INTERIOR
JUACEMA,TECMAR,BA,13,INTERIOR
JUREMAL,TECMAR,BA,13,INTERIOR
LIBERDADE DE SALVADOR,TECMAR,BA,13,INTERIOR
SANTA TEREZINHA,TECMAR,BA,13,INTERIOR
POSTO DA MATA,TECMAR,BA,13,INTERIOR
POÇOES,TECMAR,BA,13,INTERIOR
CONCEICAO DE JACUIPE,TECMAR,BA,13,INTERIOR
CARAIBAS,TECMAR,BA,13,INTERIOR
BAIANOPOLIS,TECMAR,BA,13,INTERIOR
MADEIROS NETO,TECMAR,BA,13,INTERIOR
CARAIBA METAIS,TECMAR,BA,13,INTERIOR
SANTA CRUZ DE CABRALIA,TECMAR,BA,13,INTERIOR
CURUCA,TECMAR,BA,13,INTERIOR
ANGICAL,TECMAR,BA,13,INTERIOR
BAIXIO,TECMAR,BA,13,INTERIOR
HUMILDES,TECMAR,BA,13,INTERIOR
GUARAJUBA,TECMAR,BA,13,INTERIOR
LIVRAMENTO DE BRUMADO,TECMAR,BA,13,INTERIOR
DOM MACEDO COSTA,TECMAR,BA,13,INTERIOR
RUI BARBOSA,TECMAR,BA,13,INTERIOR
MANUEL VITORINO,TECMAR,BA,13,INTERIOR
AMARALINA,TECMAR,BA,13,INTERIOR
JUAZEIRO DA BAHIA,TECMAR,BA,13,INTERIOR
TRANCOSO,TECMAR,BA,13,INTERIOR
MATO DE SAO JOAO,TECMAR,BA,13,INTERIOR
JAGUARIRI,TECMAR,BA,13,INTERIOR
JABORANDI,TECMAR,BA,13,INTERIOR
VALENCIA,TECMAR,BA,13,INTERIOR
RIACHAO DAS NEVES,TECMAR,BA,13,INTERIOR
PIRAJA,TECMAR,BA,13,INTERIOR
ESPLANADA,TECMAR,BA,13,INTERIOR
GOVERNADOR LOMANTO JUNIOR,TECMAR,BA,13,INTERIOR
BARRA BREJOLANDIA,TECMAR,BA,13,INTERIOR
IRECE,TECMAR,BA,13,INTERIOR
CARAIVAS,TECMAR,BA,13,INTERIOR
CONDENDAS DO SINCORA,TECMAR,BA,13,INTERIOR
LIVRAMENTO,TECMAR,BA,13,INTERIOR
PALMA DE MONTE ALTO,TECMAR,BA,13,INTERIOR
SAO FELIX DO CARIBE,TECMAR,BA,13,INTERIOR
CONDEUBA,TECMAR,BA,13,INTERIOR
PARAFUSO,TECMAR,BA,13,INTERIOR
POSSE,TECMAR,BA,13,INTERIOR
CEABRA,TECMAR,BA,13,INTERIOR
MARANGOJIPE,TECMAR,BA,13,INTERIOR
CABRALIA,TECMAR,BA,13,INTERIOR
SALOBRINHO,TECMAR,BA,13,INTERIOR
BARRA GRANDE,TECMAR,BA,13,INTERIOR
VLAS DO ATLANTICO,TECMAR,BA,13,INTERIOR
VILAS DO ATLANTICO,TECMAR,BA,13,INTERIOR
IBIAJARA,TECMAR,BA,13,INTERIOR
IBITIRA,TECMAR,BA,13,INTERIOR
ABARE,TECMAR,BA,13,INTERIOR
AGUA QUENTE,TECMAR,BA,13,INTERIOR
CALDAS DO JORRO,TECMAR,BA,13,INTERIOR
JOSE GONCALVES,TECMAR,BA,13,INTERIOR
ALGODOES,TECMAR,BA,13,INTERIOR
BELA VISTA,TECMAR,BA,13,INTERIOR
JAPOMIRIM,TECMAR,BA,13,INTERIOR
CABOTO,TECMAR,BA,13,INTERIOR
SAO JOAO DA FORTALEZA,TECMAR,BA,13,INTERIOR
HIDROLANDIA,TECMAR,BA,13,INTERIOR
JAUA,TECMAR,BA,13,INTERIOR
MARIA QUITERIA,TECMAR,BA,13,INTERIOR
ITANHAEM,TECMAR,BA,13,INTERIOR
ITAJU DO COLONIA,TECMAR,BA,13,INTERIOR
IBIRATINGA,TECMAR,BA,13,INTERIOR
ITAMOTINGA,TECMAR,BA,13,INTERIOR
CATU DE ABRANTES,TECMAR,BA,13,INTERIOR
BARRA DO POJUCA,TECMAR,BA,13,INTERIOR
JUERANA,TECMAR,BA,13,INTERIOR
JUERAMA,TECMAR,BA,13,INTERIOR
PAU MIUDO,TECMAR,BA,13,INTERIOR
BONFIM DA FEIRA,TECMAR,BA,13,INTERIOR
CALDAS DE CIPO,TECMAR,BA,13,INTERIOR
COLONIA,TECMAR,BA,13,INTERIOR
TEXEIRA DE FREITAS,TECMAR,BA,13,INTERIOR
INHOBIM,TECMAR,BA,13,INTERIOR
PALMARES,TECMAR,BA,13,INTERIOR
BARROLANDIA,TECMAR,BA,13,INTERIOR
LAGES DOS NEGROS,TECMAR,BA,13,INTERIOR
JAGUARA,TECMAR,BA,13,INTERIOR
FORTALEZA,TECMAR,CE,12,CAPITAL 
MARACANAU,TECMAR,CE,12,CAPITAL 
CEARA,TECMAR,CE,16,INTERIOR
MARANGUAPE,TECMAR,CE,12,CAPITAL 
SOBRAL,TECMAR,CE,16,INTERIOR
PACATUBA,TECMAR,CE,16,INTERIOR
IGUATU,TECMAR,CE,16,INTERIOR
CRATO,TECMAR,CE,16,INTERIOR
EUSEBIO,TECMAR,CE,12,CAPITAL 
HORIZONTE,TECMAR,CE,16,INTERIOR
JUAZEIRO DO NORTE,TECMAR,CE,16,INTERIOR
PARANGABA,TECMAR,CE,16,INTERIOR
MESSEJANA,TECMAR,CE,16,INTERIOR
CAUCAIA,TECMAR,CE,12,CAPITAL 
ICARAI,TECMAR,CE,16,INTERIOR
AQUIRAZ,TECMAR,CE,12,CAPITAL 
PACAJUS,TECMAR,CE,16,INTERIOR
RUSSAS,TECMAR,CE,16,INTERIOR
TABULEIRO DO NORTE,TECMAR,CE,16,INTERIOR
QUIXADA,TECMAR,CE,16,INTERIOR
BREJO SANTO,TECMAR,CE,16,INTERIOR
CAMOCIM,TECMAR,CE,16,INTERIOR
ITAPIPOCA,TECMAR,CE,16,INTERIOR
JAGUARIBE,TECMAR,CE,16,INTERIOR
TIANGUA,TECMAR,CE,16,INTERIOR
MOMBACA,TECMAR,CE,16,INTERIOR
CRATEUS,TECMAR,CE,16,INTERIOR
ITAITINGA,TECMAR,CE,12,CAPITAL 
MAURITI,TECMAR,CE,16,INTERIOR
GUARACIABA DO NORTE,TECMAR,CE,16,INTERIOR
CANINDE,TECMAR,CE,16,INTERIOR
CEDRO,TECMAR,CE,16,INTERIOR
ITAPAGE,TECMAR,CE,16,INTERIOR
BOA VIAGEM,TECMAR,CE,16,INTERIOR
QUIXELO,TECMAR,CE,16,INTERIOR
SANTA QUITERIA,TECMAR,CE,16,INTERIOR
COCAIA,TECMAR,CE,16,INTERIOR
CAMPOS SALES,TECMAR,CE,16,INTERIOR
ASSARE,TECMAR,CE,16,INTERIOR
MARCO,TECMAR,CE,16,INTERIOR
ICO,TECMAR,CE,16,INTERIOR
BELA CRUZ,TECMAR,CE,16,INTERIOR
ACOPIARA,TECMAR,CE,16,INTERIOR
NOVA RUSSAS,TECMAR,CE,16,INTERIOR
GRACA,TECMAR,CE,16,INTERIOR
VARZEA ALEGRE,TECMAR,CE,16,INTERIOR
MASSAPE,TECMAR,CE,16,INTERIOR
JIJOCA DE JERICOACOARA,TECMAR,CE,16,INTERIOR
ARACATI,TECMAR,CE,16,INTERIOR
CATUNDA,TECMAR,CE,16,INTERIOR
LIMOEIRO DO NORTE,TECMAR,CE,16,INTERIOR
UBAJARA,TECMAR,CE,16,INTERIOR
GRANJA,TECMAR,CE,16,INTERIOR
MORRINHOS,TECMAR,CE,16,INTERIOR
VICOSA DO CEARA,TECMAR,CE,16,INTERIOR
JARDIM,TECMAR,CE,16,INTERIOR
IPU,TECMAR,CE,16,INTERIOR
ARACOIABA,TECMAR,CE,16,INTERIOR
GROAIRAS,TECMAR,CE,16,INTERIOR
MISSAO VELHA,TECMAR,CE,16,INTERIOR
NOVA OLINDA,TECMAR,CE,16,INTERIOR
CARIUS,TECMAR,CE,16,INTERIOR
PINDORETAMA,TECMAR,CE,16,INTERIOR
NOVO ORIENTE,TECMAR,CE,16,INTERIOR
JAGUARETAMA,TECMAR,CE,16,INTERIOR
TAUA,TECMAR,CE,16,INTERIOR
BARBALHA,TECMAR,CE,16,INTERIOR
COREAU,TECMAR,CE,16,INTERIOR
INDEPENDENCIA,TECMAR,CE,16,INTERIOR
MISSAO VELHA,TECMAR,CE,16,INTERIOR
BARRO,TECMAR,CE,16,INTERIOR
IRACEMA,TECMAR,CE,16,INTERIOR
IBIAPINA,TECMAR,CE,16,INTERIOR
CRUZ,TECMAR,CE,16,INTERIOR
SAO BENEDITO,TECMAR,CE,16,INTERIOR
RERIUTABA,TECMAR,CE,16,INTERIOR
URUBURETAMA,TECMAR,CE,16,INTERIOR
VARJOTA,TECMAR,CE,16,INTERIOR
FORQUILHA,TECMAR,CE,16,INTERIOR
LAVRAS DA MANGABEIRA,TECMAR,CE,16,INTERIOR
POTENGI,TECMAR,CE,16,INTERIOR
IPUEIRAS,TECMAR,CE,16,INTERIOR
CARNAUBAL,TECMAR,CE,16,INTERIOR
MADALENA,TECMAR,CE,16,INTERIOR
QUIXERAMOBIM,TECMAR,CE,16,INTERIOR
TRAIRI,TECMAR,CE,16,INTERIOR
CAPONGA,TECMAR,CE,16,INTERIOR
PARACURU,TECMAR,CE,16,INTERIOR
PARAIPABA,TECMAR,CE,16,INTERIOR
ITAREMA,TECMAR,CE,16,INTERIOR
BARREIRA,TECMAR,CE,16,INTERIOR
NOVA JAGUARARIBARA,TECMAR,CE,16,INTERIOR
BATURITE,TECMAR,CE,16,INTERIOR
CASCAVEL,TECMAR,CE,16,INTERIOR
FRECHEIRINHA,TECMAR,CE,16,INTERIOR
FARIAS BRITO,TECMAR,CE,16,INTERIOR
AMONTADA,TECMAR,CE,16,INTERIOR
PEDRA BRANCA,TECMAR,CE,16,INTERIOR
SOLONOPOLE,TECMAR,CE,16,INTERIOR
MILHA,TECMAR,CE,16,INTERIOR
ANTONINA DO NORTE,TECMAR,CE,16,INTERIOR
MORADA NOVA,TECMAR,CE,16,INTERIOR
SENADOR POMPEU,TECMAR,CE,16,INTERIOR
JUCA,TECMAR,CE,16,INTERIOR
ITAPIUNA,TECMAR,CE,16,INTERIOR
PAJUCARA,TECMAR,CE,16,INTERIOR
AURORA,TECMAR,CE,16,INTERIOR
OROS,TECMAR,CE,16,INTERIOR
SAO GONCALO DO AMARANTE,TECMAR,CE,16,INTERIOR
ACARAU,TECMAR,CE,16,INTERIOR
PORANGA,TECMAR,CE,16,INTERIOR
CROATA,TECMAR,CE,16,INTERIOR
JAGUARIBARA,TECMAR,CE,16,INTERIOR
MONSENHOR TABOSA,TECMAR,CE,16,INTERIOR
IPAPORANGA,TECMAR,CE,16,INTERIOR
TAMBORIL,TECMAR,CE,16,INTERIOR
MUCAMBO,TECMAR,CE,16,INTERIOR
DEPUTADO IRAPUAN PINHEIRO,TECMAR,CE,16,INTERIOR
ARARIPE,TECMAR,CE,16,INTERIOR
ARARIPE,TECMAR,CE,16,INTERIOR
CHOROZINHO,TECMAR,CE,16,INTERIOR
JAGUARUANA,TECMAR,CE,16,INTERIOR
QUIXERE,TECMAR,CE,16,INTERIOR
SAO JOAO DO JAGUARIBE,TECMAR,CE,16,INTERIOR
GUAIUBA,TECMAR,CE,16,INTERIOR
ITAICABA,TECMAR,CE,16,INTERIOR
SANTANA DO ACARAU,TECMAR,CE,16,INTERIOR
PALMACIA,TECMAR,CE,16,INTERIOR
CHAVAL,TECMAR,CE,16,INTERIOR
MULUNGU,TECMAR,CE,16,INTERIOR
MERUOCA,TECMAR,CE,16,INTERIOR
CARIRE,TECMAR,CE,16,INTERIOR
SENADOR SA,TECMAR,CE,16,INTERIOR
BARROQUINHA,TECMAR,CE,16,INTERIOR
PENTECOSTE,TECMAR,CE,16,INTERIOR
APUIARES,TECMAR,CE,16,INTERIOR
BEBERIBE,TECMAR,CE,16,INTERIOR
TURURU,TECMAR,CE,16,INTERIOR
FORTIM,TECMAR,CE,16,INTERIOR
PALHANO,TECMAR,CE,16,INTERIOR
IPAUMIRIM,TECMAR,CE,16,INTERIOR
PARAMBU,TECMAR,CE,16,INTERIOR
PACOTI,TECMAR,CE,16,INTERIOR
OCARA,TECMAR,CE,16,INTERIOR
REDENCAO,TECMAR,CE,16,INTERIOR
ARARENDA,TECMAR,CE,16,INTERIOR
PIQUET CARNEIRO,TECMAR,CE,16,INTERIOR
ALTO SANTO,TECMAR,CE,16,INTERIOR
GUARAMIRANGA,TECMAR,CE,16,INTERIOR
PARAMOTI,TECMAR,CE,16,INTERIOR
BANABUIU,TECMAR,CE,16,INTERIOR
CARIDADE,TECMAR,CE,16,INTERIOR
GRANJEIRO,TECMAR,CE,16,INTERIOR
JUCAS,TECMAR,CE,16,INTERIOR
IBARETAMA,TECMAR,CE,16,INTERIOR
IBICUITINGA,TECMAR,CE,16,INTERIOR
SALITRE,TECMAR,CE,16,INTERIOR
CATARINA,TECMAR,CE,16,INTERIOR
IRAUCUBA,TECMAR,CE,16,INTERIOR
SOLONOPOLES,TECMAR,CE,16,INTERIOR
MILAGRES,TECMAR,CE,16,INTERIOR
CATUANA,TECMAR,CE,16,INTERIOR
ICAPUI,TECMAR,CE,16,INTERIOR
JIJOCA JERICOACOARA,TECMAR,CE,16,INTERIOR
CAPISTRANO,TECMAR,CE,16,INTERIOR
PACAJUS,TECMAR,CE,16,INTERIOR
TAVÁ,TECMAR,CE,16,INTERIOR
TEJUCUOCA,TECMAR,CE,16,INTERIOR
SAO  MIGUEL,TECMAR,CE,16,INTERIOR
SAO MIGUEL,TECMAR,CE,16,INTERIOR
PEREIRO,TECMAR,CE,16,INTERIOR
PANABUIU,TECMAR,CE,16,INTERIOR
PECEM,TECMAR,CE,16,INTERIOR
JATI,TECMAR,CE,16,INTERIOR
PACUJA,TECMAR,CE,16,INTERIOR
CAJUEIRO,TECMAR,CE,16,INTERIOR
ALTANEIRA,TECMAR,CE,16,INTERIOR
ARAJARA,TECMAR,CE,16,INTERIOR
ARNEIROZ,TECMAR,CE,16,INTERIOR
AIUABA,TECMAR,CE,16,INTERIOR
CARICIACU,TECMAR,CE,16,INTERIOR
CEDROS,TECMAR,CE,16,INTERIOR
DOM QUIXOTE,TECMAR,CE,16,INTERIOR
JAMARACU,TECMAR,CE,16,INTERIOR
JARDIM MIRIM,TECMAR,CE,16,INTERIOR
LARNEIRO,TECMAR,CE,16,INTERIOR
MARROCOS,TECMAR,CE,16,INTERIOR
MISSAO NOVA,TECMAR,CE,16,INTERIOR
MURITI,TECMAR,CE,16,INTERIOR
PADRE,TECMAR,CE,16,INTERIOR
PENAFORTE,TECMAR,CE,16,INTERIOR
PONTA DA SERRA,TECMAR,CE,16,INTERIOR
PONTEGI,TECMAR,CE,16,INTERIOR
PORTEIRAS,TECMAR,CE,16,INTERIOR
QUIMANI,TECMAR,CE,16,INTERIOR
SABOEIRO,TECMAR,CE,16,INTERIOR
SANTA FE,TECMAR,CE,16,INTERIOR
SANTANA DO CARIRI,TECMAR,CE,16,INTERIOR
TARRAFAS,TECMAR,CE,16,INTERIOR
UMARI,TECMAR,CE,16,INTERIOR
IGUAÇU,TECMAR,CE,16,INTERIOR
MIRAIMA,TECMAR,CE,16,INTERIOR
ALCANTARAS,TECMAR,CE,16,INTERIOR
ACARAPE,TECMAR,CE,16,INTERIOR
SAO LUIS DO CURU,TECMAR,CE,16,INTERIOR
HIDROLANDIA,TECMAR,CE,16,INTERIOR
ABAIARA,TECMAR,CE,16,INTERIOR
UMIRIM,TECMAR,CE,16,INTERIOR
CARIRIACU,TECMAR,CE,16,INTERIOR
MARTINOPOLE,TECMAR,CE,16,INTERIOR
QUITERIANOPOLIS,TECMAR,CE,16,INTERIOR
QUITERIANOPOLIS,TECMAR,CE,16,INTERIOR
ARATUBA,TECMAR,CE,16,INTERIOR
SAO GONCALO AMARANTE,TECMAR,CE,16,INTERIOR
QUIXADA,TECMAR,CE,16,INTERIOR
MUCURIPE,TECMAR,CE,16,INTERIOR
BAIXIO,TECMAR,CE,16,INTERIOR
BAIXIO,TECMAR,CE,16,INTERIOR
LIMA CAMPOS,TECMAR,CE,16,INTERIOR
ITATINGA,TECMAR,CE,16,INTERIOR
CHORO,TECMAR,CE,16,INTERIOR
ITATIRA,TECMAR,CE,16,INTERIOR
URUOCA,TECMAR,CE,16,INTERIOR
POTIRETAMA,TECMAR,CE,16,INTERIOR
MINEIROLANDIA,TECMAR,CE,16,INTERIOR
IRAPUA,TECMAR,CE,16,INTERIOR
ERERE,TECMAR,CE,16,INTERIOR
MORAUJO,TECMAR,CE,16,INTERIOR
ITAPEJE,TECMAR,CE,16,INTERIOR
ITAPAJE,TECMAR,CE,16,INTERIOR
General Sampaio,TECMAR,CE,16,INTERIOR
GENERAL SAMPAIO,TECMAR,CE,16,INTERIOR
NOVA FATIMA,TECMAR,CE,16,INTERIOR
AMANARI,TECMAR,CE,16,INTERIOR
SANTO ANTONIO,TECMAR,CE,16,INTERIOR
QUATIGUABA,TECMAR,CE,16,INTERIOR
HOLANDA,TECMAR,CE,16,INTERIOR
ANTONIO DIOGO,TECMAR,CE,16,INTERIOR
SAPUPARA,TECMAR,CE,16,INTERIOR
AMERICA,TECMAR,CE,16,INTERIOR
SANTANA DE ACARAU,TECMAR,CE,16,INTERIOR
CONSELHO,TECMAR,CE,16,INTERIOR
IMPERATRIZ,TECMAR,MA,18,INTERIOR
SAO LUIS,TECMAR,MA,13,CAPITAL 
BALSAS,TECMAR,MA,18,INTERIOR
BACABAL,TECMAR,MA,18,INTERIOR
CAXIAS,TECMAR,MA,18,INTERIOR
PINHEIRO,TECMAR,MA,18,INTERIOR
SAO JOSE DE RIBAMAR,TECMAR,MA,18,INTERIOR
VARGEM GRANDE,TECMAR,MA,18,INTERIOR
TUTOIA,TECMAR,MA,18,INTERIOR
ITAECURU MIRIM,TECMAR,MA,18,INTERIOR
ITAPECURU MIRIM,TECMAR,MA,18,INTERIOR
CHAPADINHA,TECMAR,MA,18,INTERIOR
SANTA RITA,TECMAR,MA,18,INTERIOR
JOAO LISBOA,TECMAR,MA,18,INTERIOR
COELHO NETO,TECMAR,MA,18,INTERIOR
SANTA INES,TECMAR,MA,18,INTERIOR
ROSARIO,TECMAR,MA,18,INTERIOR
SAO BERNARDO,TECMAR,MA,18,INTERIOR
BREJO,TECMAR,MA,18,INTERIOR
SANTA LUZIA,TECMAR,MA,18,INTERIOR
MONCAO,TECMAR,MA,18,INTERIOR
MIRANDA DO NORTE,TECMAR,MA,18,INTERIOR
DOM PEDRO,TECMAR,MA,18,INTERIOR
SAO JOSE RIBAMAR,TECMAR,MA,18,INTERIOR
ACAILANDIA,TECMAR,MA,18,INTERIOR
SANTA HELENA,TECMAR,MA,18,INTERIOR
PRESIDENTE DUTRA,TECMAR,MA,18,INTERIOR
CIDELANDIA,TECMAR,MA,18,INTERIOR
COROATA,TECMAR,MA,18,INTERIOR
SAO MATEUS DO MARANHAO,TECMAR,MA,18,INTERIOR
CODO,TECMAR,MA,18,INTERIOR
COLINAS,TECMAR,MA,18,INTERIOR
LIMA CAMPOS,TECMAR,MA,18,INTERIOR
BARAO DE GRAJAU,TECMAR,MA,18,INTERIOR
PAULO RAMOS,TECMAR,MA,18,INTERIOR
ZE DOCA,TECMAR,MA,18,INTERIOR
SANTA LUZIA,TECMAR,MA,18,INTERIOR
MARACACUME,TECMAR,MA,18,INTERIOR
ANAJATUBA,TECMAR,MA,18,INTERIOR
ARARI,TECMAR,MA,18,INTERIOR
BURITICUPU,TECMAR,MA,18,INTERIOR
AXIXA,TECMAR,MA,18,INTERIOR
AMAPA DO MARANHAO,TECMAR,MA,18,INTERIOR
BOM JARDIM,TECMAR,MA,18,INTERIOR
VIANA,TECMAR,MA,18,INTERIOR
LAGO DA PEDRA,TECMAR,MA,18,INTERIOR
ARAIOSES,TECMAR,MA,18,INTERIOR
BARREIRINHAS,TECMAR,MA,18,INTERIOR
SAO CRISTOVAO,TECMAR,MA,18,INTERIOR
BARRA DO CORDA,TECMAR,MA,18,INTERIOR
PARAIBUNA,TECMAR,MA,18,INTERIOR
PARAIBANO,TECMAR,MA,18,INTERIOR
SAO JOAO DOS PATOS,TECMAR,MA,18,INTERIOR
SAO FRANCISCO DO MARANHAO,TECMAR,MA,18,INTERIOR
CAROLINA,TECMAR,MA,18,INTERIOR
ESTREITO,TECMAR,MA,18,INTERIOR
SAO BENTO,TECMAR,MA,18,INTERIOR
MIRADOR,TECMAR,MA,18,INTERIOR
PINDARE MIRIM,TECMAR,MA,18,INTERIOR
IGARAPE GRANDE,TECMAR,MA,18,INTERIOR
SAO LUIS TIRICAL,TECMAR,MA,18,INTERIOR
ALDEIAS ALTAS,TECMAR,MA,18,INTERIOR
SAO FRANCISCO DO BREJAO,TECMAR,MA,18,INTERIOR
MAIOBA,TECMAR,MA,18,INTERIOR
PORTO FRANCO,TECMAR,MA,18,INTERIOR
SAO LUIS GONZAGA DO MARAN,TECMAR,MA,18,INTERIOR
CAPINZAL DO NORTE,TECMAR,MA,18,INTERIOR
AMARANTE DO MARANHAO,TECMAR,MA,18,INTERIOR
BACURI,TECMAR,MA,18,INTERIOR
FURTUNA,TECMAR,MA,18,INTERIOR
SAO DOMINGOS DO MARANHAO,TECMAR,MA,18,INTERIOR
FORTUNA,TECMAR,MA,18,INTERIOR
SAO PEDRO DA AGUA BRANCA,TECMAR,MA,18,INTERIOR
TRIZIDELA DO VALE,TECMAR,MA,18,INTERIOR
ESPERANTINOPOLIS,TECMAR,MA,18,INTERIOR
ALTO ALEGRE DO MARANHAO,TECMAR,MA,18,INTERIOR
PASSAGEM FRANCA,TECMAR,MA,18,INTERIOR
VITORINO FREIRE,TECMAR,MA,18,INTERIOR
SAO BENEDITO DO RIO PRETO,TECMAR,MA,18,INTERIOR
PERITORO,TECMAR,MA,18,INTERIOR
PIO XII,TECMAR,MA,18,INTERIOR
PARANARAMA,TECMAR,MA,18,INTERIOR
PARNARAMA,TECMAR,MA,18,INTERIOR
TUNTUM,TECMAR,MA,18,INTERIOR
SAO VICENTE DO FERRER,TECMAR,MA,18,INTERIOR
VITORIA DO MEARIM,TECMAR,MA,18,INTERIOR
MIRINZAL,TECMAR,MA,18,INTERIOR
BEQUIMAO,TECMAR,MA,18,INTERIOR
GONCALVES DIAS,TECMAR,MA,18,INTERIOR
SANTA LUZIA DO PARUA,TECMAR,MA,18,INTERIOR
POCAO DE PEDRAS,TECMAR,MA,18,INTERIOR
ALTO PARNAIBA,TECMAR,MA,18,INTERIOR
MATINHA,TECMAR,MA,18,INTERIOR
OLHO D'AGUA,TECMAR,MA,18,INTERIOR
GUIMARAES,TECMAR,MA,18,INTERIOR
SANTA QUITERIA DO MARANHA,TECMAR,MA,18,INTERIOR
TURIACU,TECMAR,MA,18,INTERIOR
ALTO ALEGRE PINDARE,TECMAR,MA,18,INTERIOR
LORETO,TECMAR,MA,18,INTERIOR
OLHO DAGUA DAS CUNHAS,TECMAR,MA,18,INTERIOR
BURITI,TECMAR,MA,18,INTERIOR
BOM LUGAR,TECMAR,MA,18,INTERIOR
OLHO DAGUA,TECMAR,MA,18,INTERIOR
CURURUPU,TECMAR,MA,18,INTERIOR
SANTA INES,TECMAR,MA,18,INTERIOR
LAGO DO JUNCO,TECMAR,MA,18,INTERIOR
LAGO DOS RODRIGUES,TECMAR,MA,18,INTERIOR
LAGO VERDE,TECMAR,MA,18,INTERIOR
LUIS DOMINGUES,TECMAR,MA,18,INTERIOR
MAGALHAES DE ALMEIDA,TECMAR,MA,18,INTERIOR
MARAJA DO SENA,TECMAR,MA,18,INTERIOR
MARANHAOZINHO,TECMAR,MA,18,INTERIOR
MATA ROMA,TECMAR,MA,18,INTERIOR
MATOES DO NORTE,TECMAR,MA,18,INTERIOR
MILAGRES,TECMAR,MA,18,INTERIOR
MORROS,TECMAR,MA,18,INTERIOR
NINA RODRIGUES,TECMAR,MA,18,INTERIOR
NEWTON BELO,TECMAR,MA,18,INTERIOR
NOVA OLINDA,TECMAR,MA,18,INTERIOR
OLINDA NOVA,TECMAR,MA,18,INTERIOR
PALMEIRANDIA,TECMAR,MA,18,INTERIOR
PEDRO DO ROSARIO,TECMAR,MA,18,INTERIOR
PENALVA,TECMAR,MA,18,INTERIOR
SAO LUIS GONZAGA,TECMAR,MA,18,INTERIOR
SAO MATEUS,TECMAR,MA,18,INTERIOR
SANTA LUZIA DO TIDI,TECMAR,MA,18,INTERIOR
TIMBIRA,TECMAR,MA,18,INTERIOR
TUFILANDIA,TECMAR,MA,18,INTERIOR
TURILANDIA,TECMAR,MA,18,INTERIOR
HURBANO SANTOS,TECMAR,MA,18,INTERIOR
GODOFREDO VIANA,TECMAR,MA,18,INTERIOR
GOVERNADOR NUNES FREIRE,TECMAR,MA,18,INTERIOR
GOVERNADOR ACHER,TECMAR,MA,18,INTERIOR
HUMBERTO DE CAMPOS,TECMAR,MA,18,INTERIOR
ICATU,TECMAR,MA,18,INTERIOR
IGARAPE DO MEIO,TECMAR,MA,18,INTERIOR
CANDIDO MENDES,TECMAR,MA,18,INTERIOR
CANTANHEDE,TECMAR,MA,18,INTERIOR
CARUTAPERA,TECMAR,MA,18,INTERIOR
CEDRAL,TECMAR,MA,18,INTERIOR
CENTRO DO GUILHERME,TECMAR,MA,18,INTERIOR
CENTRO NOVO,TECMAR,MA,18,INTERIOR
PORCAO DE PEDRAS,TECMAR,MA,18,INTERIOR
PORTO RICO,TECMAR,MA,18,INTERIOR
PRESIDENTE JUCELINO,TECMAR,MA,18,INTERIOR
PRESIDENTE MEDICE,TECMAR,MA,18,INTERIOR
PRESIDENTE VARGAS,TECMAR,MA,18,INTERIOR
PRIMEIRA CRUZ,TECMAR,MA,18,INTERIOR
SAO JOAO DO CARU,TECMAR,MA,18,INTERIOR
SANTO AMARO,TECMAR,MA,18,INTERIOR
ALCANTARA,TECMAR,MA,18,INTERIOR
ANAPURUS,TECMAR,MA,18,INTERIOR
APICUM ACU,TECMAR,MA,18,INTERIOR
ARAGUANA,TECMAR,MA,18,INTERIOR
BACABEIRA,TECMAR,MA,18,INTERIOR
BACURITUBA,TECMAR,MA,18,INTERIOR
BELAGUA,TECMAR,MA,18,INTERIOR
BERNARDO MEARIM,TECMAR,MA,18,INTERIOR
BOA VISTA DO GURUPI,TECMAR,MA,18,INTERIOR
BREJO DE AREIA,TECMAR,MA,18,INTERIOR
CACHOEIRA GRANDE,TECMAR,MA,18,INTERIOR
CAJAPIO,TECMAR,MA,18,INTERIOR
CAJARI,TECMAR,MA,18,INTERIOR
PERIMIRIM,TECMAR,MA,18,INTERIOR
ARAME,TECMAR,MA,18,INTERIOR
BOM JESUS DAS SELVAS,TECMAR,MA,18,INTERIOR
BURITIRANA,TECMAR,MA,18,INTERIOR
DAVINOPOLIS,TECMAR,MA,18,INTERIOR
GRAJAU,TECMAR,MA,18,INTERIOR
MONTES ALTOS,TECMAR,MA,18,INTERIOR
RIACHAO,TECMAR,MA,18,INTERIOR
RIBAMER FIQUENE,TECMAR,MA,18,INTERIOR
SAO PEDRO DA AGUA BRANCA,TECMAR,MA,18,INTERIOR
SENADOR LA ROQUE,TECMAR,MA,18,INTERIOR
